Physical Address Suburb,Physical Address State,Physical Address Post Code,2015 Aged Care Planning Region (ACPR),SA4 Region,Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2016-17 Australian Government Funding
GILGANDRA,NSW,2827,Orana Far West,Far West and Orana,Residential,50,,,Gilgandra Council,Local Government,Outer Regional Australia,-31.703966,148.663309,2215189
PORT MACQUARIE,NSW,2444,Mid North Coast,Mid North Coast,Residential,125,,,The Trustees of the Roman Catholic Church for the Diocese of Lismore,Religious,Inner Regional Australia,-31.45752086,152.8999561,4736734
NARRABRI,NSW,2390,New England,New England and North West,Residential,54,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,-30.32497977,149.7779045,2654917
BELMONT,NSW,2280,Hunter,Newcastle and Lake Macquarie,Residential,56,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-33.03618876,151.6660629,2754010
CARCOAR,NSW,2791,Central West,Central West,Residential,22,,,Uralba (Carcoar) Incorporated,Community Based,Inner Regional Australia,-33.61648451,149.1426066,850639
ALBURY,NSW,2640,Riverina/Murray,Murray,Residential,66,,,The Churches of Christ Property Trust,Religious,Inner Regional Australia,-36.07652857,146.9368992,3068776
RICHMOND,NSW,2753,Nepean,Sydney - Outer West and Blue Mountains,Residential,134,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.595922,150.744046,8708742
WELLINGTON,NSW,2820,Orana Far West,Far West and Orana,Residential,60,,,Maranatha House,Community Based,Outer Regional Australia,-32.54889026,148.9524448,3361500
BANORA POINT,NSW,2486,Far North Coast,Richmond - Tweed,Residential,40,,,RSL Care RDNS Limited,Charitable,Major Cities of Australia,-28.21152723,153.5422503,2419023
CHESTER HILL,NSW,2162,South West Sydney,Sydney - Parramatta,Residential,50,,,Bankstown City Aged Care Ltd,Community Based,Major Cities of Australia,-33.88944352,150.9981591,2245308
BLACKTOWN,NSW,2148,Western Sydney,Sydney - Blacktown,Residential,50,,,The Congregation of the Dominican Sisters of Malta in New South Wales,Religious,Major Cities of Australia,-33.7873406,150.8931876,1985806
WOY WOY,NSW,2256,Central Coast,Central Coast,Residential,43,,,Woy Woy Community Aged Care Ltd,Community Based,Major Cities of Australia,-33.49729589,151.3221768,2245595
TAREE,NSW,2430,Mid North Coast,Mid North Coast,Residential,117,,,Anglican Care,Charitable,Inner Regional Australia,-31.8979741,152.4723242,5645053
PEAKHURST,NSW,2210,South East Sydney,Sydney - Inner South West,Residential,114,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.9562902,151.0683671,6731625
NORAH HEAD,NSW,2263,Central Coast,Central Coast,Residential,53,,,Aurrum Pty Limited,Private Incorporated Body,Major Cities of Australia,-33.28401478,151.5684997,3031311
MOUNT HUTTON,NSW,2290,Hunter,Newcastle and Lake Macquarie,Residential,42,,,Anglican Care,Charitable,Major Cities of Australia,-32.98570693,151.6699144,2059728
BOORAGUL,NSW,2284,Hunter,Newcastle and Lake Macquarie,Residential,63,,,Anglican Care,Charitable,Major Cities of Australia,-32.979376,151.604502,3938631
CRONULLA,NSW,2230,South East Sydney,Sydney - Sutherland,Residential,75,,,Stella Maris Aged Care Facility,Religious,Major Cities of Australia,-34.06163515,151.1555167,5052122
GLENFIELD,NSW,2167,South West Sydney,Sydney - Outer South West,Residential,48,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-33.97702387,150.9002088,3037877
GLENFIELD,NSW,2167,South West Sydney,Sydney - Outer South West,Residential,197,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-33.97702387,150.9002088,11115543
LAVINGTON,NSW,2641,Riverina/Murray,Murray,Residential,60,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-36.04998927,146.937888,4400686
EDEN,NSW,2551,Southern Highlands,Capital Region,Residential,28,,,RSL LifeCare Limited,Community Based,Outer Regional Australia,-37.06281971,149.8970998,1536749
HOWLONG,NSW,2643,Riverina/Murray,Murray,Residential,21,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-35.98010238,146.6244832,1230109
KIRRAWEE,NSW,2232,South East Sydney,Sydney - Sutherland,Residential,40,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-34.04009239,151.0737298,2152128
BANGOR,NSW,2234,South East Sydney,Sydney - Sutherland,Residential,130,,,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,-34.01697625,151.027584,7871863
FORSTER,NSW,2428,Mid North Coast,Mid North Coast,Residential,152,,,BaptistCare NSW & ACT,Charitable,Inner Regional Australia,-32.19779899,152.5254877,9153759
MARRICKVILLE,NSW,2204,Inner West,Sydney - City and Inner South,Residential,41,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.91557607,151.1503291,2231833
NAMBUCCA HEADS,NSW,2448,Mid North Coast,Mid North Coast,Residential,40,,,Nambucca Valley Care Ltd,Community Based,Outer Regional Australia,-30.646582,152.994801,1984430
COFFS HARBOUR,NSW,2450,Mid North Coast,Coffs Harbour - Grafton,Residential,61,,,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,-30.27731496,153.1031486,3676104
GRAFTON,NSW,2460,Far North Coast,Coffs Harbour - Grafton,Residential,54,,,Clarence Village Limited,Community Based,Inner Regional Australia,-29.67327554,152.9392609,3429203
BOOROWA,NSW,2586,Southern Highlands,Capital Region,Residential,12,,,Boorowa Hostel Incorporated,Community Based,Inner Regional Australia,-34.442832,148.727783,541371
COFFS HARBOUR,NSW,2450,Mid North Coast,Coffs Harbour - Grafton,Residential,112,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-30.2987552,153.1063925,6539418
DARLINGHURST,NSW,2010,South East Sydney,Sydney - City and Inner South,Residential,68,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.883771,151.215982,3278426
WOOLLAHRA,NSW,2025,South East Sydney,Sydney - Eastern Suburbs,Residential,50,,,Sir Moses Montefiore Jewish Home,Religious,Major Cities of Australia,-33.888844,151.2432781,1790118
KEMPS CREEK,NSW,2178,Nepean,Sydney - South West,Residential,64,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.82920307,150.7910313,4265783
PARKES,NSW,2870,Central West,Central West,Residential,42,,,Southern Cross Care (NSW & ACT),Religious,Outer Regional Australia,-33.13707579,148.1632263,2538823
BATHURST,NSW,2795,Central West,Central West,Residential,45,,,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,-33.41685123,149.5728476,2726022
KELSO,NSW,2795,Central West,Central West,Residential,112,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,-33.40709507,149.610307,5990938
BINGARA,NSW,2404,New England,New England and North West,Residential,28,,,Touriandi Limited,Community Based,Outer Regional Australia,-29.87289975,150.5826672,1326344
PEAK HILL,NSW,2869,Central West,Central West,Residential,10,,,Frazer Court Committee Incorporated,Community Based,Outer Regional Australia,-32.72266707,148.1938533,489667
WARIALDA,NSW,2402,New England,New England and North West,Residential,36,,,Gwydir Shire Council,Local Government,Outer Regional Australia,-29.5387649,150.5803956,1406514
EDGECLIFF,NSW,2027,South East Sydney,Sydney - Eastern Suburbs,Residential,39,,,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,-33.88086145,151.2383493,1657051
GULGONG,NSW,2852,Orana Far West,Central West,Residential,25,,,Gulgong Hostel Association Inc,Community Based,Outer Regional Australia,-32.36519491,149.5417243,977154
ARMIDALE,NSW,2350,New England,New England and North West,Residential,50,,,Autumn Lodge,Community Based,Inner Regional Australia,-30.50335832,151.660599,3430183
KINGSCLIFF,NSW,2487,Far North Coast,Richmond - Tweed,Residential,70,,,Wommin Bay Hostels Ltd,Community Based,Major Cities of Australia,-28.235722,153.565379,3620727
LOCKHART,NSW,2656,Riverina/Murray,Riverina,Residential,23,,,Lockhart and District Aged Care Association Inc,Community Based,Outer Regional Australia,-35.22233434,146.7190682,1013959
CHATSWOOD,NSW,2067,Northern Sydney,Sydney - North Sydney and Hornsby,Residential,70,,,Dougherty Apartments Retirement Housing Project,Charitable,Major Cities of Australia,-33.7995371,151.1828872,4190153
LAURIETON,NSW,2443,Mid North Coast,Mid North Coast,Residential,60,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,-31.64615854,152.7941744,3621790
STROUD,NSW,2425,Mid North Coast,Mid North Coast,Residential,31,,,Stroud Community Lodge Inc,Community Based,Inner Regional Australia,-32.40125147,151.96509,1153635
NARROMINE,NSW,2821,Orana Far West,Far West and Orana,Residential,47,,,Timbrebongie House Inc,Community Based,Outer Regional Australia,-32.24308968,148.2401345,2400507
GUNDAGAI,NSW,2722,Riverina/Murray,Riverina,Residential,19,,,Gundagai and District Hostel Accommodation Inc,Community Based,Inner Regional Australia,-35.05236321,148.1021917,460601
LEWISHAM,NSW,2049,Inner West,Sydney - City and Inner South,Residential,40,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.89179759,151.1480718,2347352
EARLWOOD,NSW,2206,Inner West,Sydney - Inner South West,Residential,48,,,The Greek Orthodox Community of New South Wales Ltd,Charitable,Major Cities of Australia,-33.92154312,151.1187337,3395860
SANS SOUCI,NSW,2219,South East Sydney,Sydney - Inner South West,Residential,38,,,Thomas Holt,Community Based,Major Cities of Australia,-33.98911116,151.1435169,2015511
MACQUARIE PARK,NSW,2113,Northern Sydney,Sydney - Ryde,Residential,80,,,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,-33.77827774,151.1109563,4132230
ALBION PARK RAIL,NSW,2527,Illawarra,Illawarra,Residential,149,,,Warrigal Care,Charitable,Major Cities of Australia,-34.5725931,150.7997503,8725059
ELEEBANA,NSW,2282,Hunter,Newcastle and Lake Macquarie,Residential,52,,,Calvary Retirement Communities Hunter-Manning Ltd,Religious,Major Cities of Australia,-32.99844222,151.644475,3377132
REDHEAD,NSW,2290,Hunter,Newcastle and Lake Macquarie,Residential,60,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-33.00885342,151.7108687,3773925
EDGEWORTH,NSW,2285,Hunter,Newcastle and Lake Macquarie,Residential,71,,,Royal Freemasons' Benevolent Institution,Charitable,Major Cities of Australia,-32.92558027,151.604632,4672797
WEE WAA,NSW,2840,New England,Far West and Orana,Residential,30,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,-30.22303344,149.4487616,1752652
WEST PENNANT HILLS,NSW,2125,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,Residential,45,,,Southern Cross Care (NSW & ACT),Religious,Major Cities of Australia,-33.74829037,151.0294113,2320269
MOLONG,NSW,2866,Central West,Central West,Residential,28,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-33.09053355,148.8674132,1634401
HABERFIELD,NSW,2045,Inner West,Sydney - Inner West,Residential,50,,,Trustees of Catholic Aged Care Sydney,Religious,Major Cities of Australia,-33.87619436,151.1463296,2933134
YEOVAL,NSW,2868,Orana Far West,Far West and Orana,Residential,17,,,United Protestant Association of NSW Limited,Charitable,Outer Regional Australia,-32.75030022,148.6498586,838864
MOULAMEIN,NSW,2733,Riverina/Murray,Murray,Residential,17,,,Moulamein Retirement Village Committee Inc,Community Based,Outer Regional Australia,-35.09011163,144.0362003,922609
GLEN INNES,NSW,2370,New England,New England and North West,Residential,51,,,Royal Freemasons' Benevolent Institution,Charitable,Outer Regional Australia,-29.73650323,151.7281524,3073773
COOLAMON,NSW,2701,Riverina/Murray,Riverina,Residential,33,,,Coolamon Shire Council,Local Government,Inner Regional Australia,-34.81290041,147.1974604,877982
TENTERFIELD,NSW,2372,New England,New England and North West,Residential,36,,,Tenterfield Care Centre Limited,Charitable,Outer Regional Australia,-29.04228982,152.0201347,1295715
WOOLGOOLGA,NSW,2456,Mid North Coast,Coffs Harbour - Grafton,Residential,66,,,Woolgoolga and District Retirement Village Ltd,Community Based,Inner Regional Australia,-30.11679869,153.2009455,3323677
NORAVILLE,NSW,2263,Central Coast,Central Coast,Residential,76,,,Vietnam Veterans Keith Payne VC Hostel Ltd,Community Based,Major Cities of Australia,-33.27508297,151.5498577,4252692
HOLBROOK,NSW,2644,Riverina/Murray,Murray,Residential,21,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-35.72144445,147.3129783,1331499
POINT CLARE,NSW,2250,Central Coast,Central Coast,Residential,11,,,Hamersley Nursing Home (WA) Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.4393194,151.3151349,579205
WENTWORTH,NSW,2648,Orana Far West,Murray,Residential,55,,,Wentworth District Hostel Society Inc,Community Based,Outer Regional Australia,-34.10911799,141.9157428,2937501
HENTY,NSW,2658,Riverina/Murray,Murray,Residential,20,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-35.51555931,147.0318132,1065243
JUNEE,NSW,2663,Riverina/Murray,Riverina,Residential,22,,,Junee Hostel for the Aged Inc,Community Based,Inner Regional Australia,-34.86641153,147.5885977,794795
CESSNOCK,NSW,2325,Hunter,Hunter Valley exc Newcastle,Residential,45,,,Northern Coalfields Community Care Association Ltd,Community Based,Inner Regional Australia,-32.82639348,151.3474204,1904445
CESSNOCK,NSW,2325,Hunter,Hunter Valley exc Newcastle,Residential,42,,,Northern Coalfields Community Care Association Ltd,Community Based,Inner Regional Australia,-32.83209337,151.3499359,1785870
KILLARNEY VALE,NSW,2261,Central Coast,Central Coast,Residential,40,,,Central Coast Community Care Association Limited,Charitable,Major Cities of Australia,-33.35979432,151.4554164,2179155
CHATSWOOD,NSW,2067,Northern Sydney,Sydney - North Sydney and Hornsby,Residential,40,,,Willoughby Retirement Community Association,Community Based,Major Cities of Australia,-33.78708081,151.1945256,690100
KANDOS,NSW,2848,Orana Far West,Central West,Residential,19,,,RSL LifeCare Limited,Community Based,Inner Regional Australia,-32.85842584,149.979617,1112957
GLOUCESTER,NSW,2422,Mid North Coast,Mid North Coast,Residential,20,,,Hunter New England Local Health District,State Government,Inner Regional Australia,-32.01501032,151.9637295,476311
HAWKS NEST,NSW,2324,Mid North Coast,Hunter Valley exc Newcastle,Residential,64,,,RSL LifeCare Limited,Community Based,Inner Regional Australia,-32.67496577,152.1744311,2581962
WARRAWONG,NSW,2502,Illawarra,Illawarra,Residential,92,,,Multicultural Aged Care Illawarra Ltd,Community Based,Major Cities of Australia,-34.48115173,150.8789519,4214496
BLAYNEY,NSW,2799,Central West,Central West,Residential,25,,,Lee Hostel Committee Inc,Community Based,Inner Regional Australia,-33.53726554,149.2499052,1626170
HILLSTON,NSW,2675,Riverina/Murray,Riverina,Residential,17,,,Lachlan Lodge Inc,Community Based,Remote Australia,-33.4794328,145.5388385,708537
BATEAU BAY,NSW,2261,Central Coast,Central Coast,Residential,32,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.37428044,151.4793683,1873456
MURRURUNDI,NSW,2338,Hunter,Hunter Valley exc Newcastle,Residential,25,,,Murravale Retirement Home Ltd,Community Based,Outer Regional Australia,-31.76757683,150.8420031,1534980
BROULEE,NSW,2537,Southern Highlands,Capital Region,Residential,80,,,Banksia Villages Ltd,Charitable,Inner Regional Australia,-35.85004973,150.1707905,2485544
NORTH NOWRA,NSW,2541,Illawarra,Southern Highlands and Shoalhaven,Residential,123,,,The Churches of Christ Property Trust,Religious,Inner Regional Australia,-34.85602682,150.583689,7531021
SUSSEX INLET,NSW,2540,Illawarra,Southern Highlands and Shoalhaven,Residential,40,,,Inasmuch Community Inc,Community Based,Inner Regional Australia,-35.16816904,150.5928909,2202932
MAITLAND,NSW,2320,Hunter,Hunter Valley exc Newcastle,Residential,41,,,Calvary Retirement Communities Hunter-Manning Ltd,Religious,Major Cities of Australia,-32.72244922,151.5430367,2830784
LARGS,NSW,2320,Hunter,Hunter Valley exc Newcastle,Residential,49,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-32.69377895,151.6006925,2463917
ORANGE,NSW,2800,Central West,Central West,Residential,16,,,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,-33.27733759,149.0965499,659623
MOUNT AUSTIN,NSW,2650,Riverina/Murray,Riverina,Residential,83,,,RSL LifeCare Limited,Community Based,Inner Regional Australia,-35.13658074,147.3473321,5165636
